,x,y,area,perimetro,largox,largoy,m0,m1,m2,m3,m4,m5,m6,r,g,b,pr,pg,pb,clase
106,54,51,6439.5,356.4335459470749,3291590,4348107,0.17220217234187749,0.001412647156449656,0.0003999704605251495,2.214736372719226e-05,-2.0648617590163832e-09,-8.143957217077475e-07,-2.8528661689964237e-10,1569151,1073265,870497,156,107,87,Apple Braeburn
107,49,49,6968.5,318.8355668783188,4734468,4734468,0.16109264546795854,0.0004807532018521622,1.2240216503465976e-05,5.3051869941741956e-08,-4.199726070028328e-14,-1.1607855262250434e-09,-7.99201730036437e-15,1504400,941629,893610,150,94,89,Apple Braeburn
108,53,51,6791.0,358.190905213356,3581667,4304159,0.16812781439687577,0.0007838623231374161,0.000196709354560816,1.065805929126965e-05,-4.4498963378761457e-10,-2.62510465767302e-07,-2.003473588752181e-10,1590754,1062697,867418,159,106,86,Apple Braeburn
109,49,50,6931.5,317.6639951467514,4672563,4326046,0.16077462974159512,0.000385379940105119,1.4097596722022632e-05,4.9975428478291414e-08,-4.0191856103145214e-14,-9.810700944464378e-10,-1.2009062171236392e-14,1480521,943449,901812,148,94,90,Apple Braeburn
110,51,50,7104.0,393.9898955821991,4207477,4575917,0.16441120503061973,0.00034642070389322204,6.066738237992198e-05,3.882343211202133e-06,-3.4072930828610365e-11,-4.454190414027967e-08,-4.8878485503119174e-11,1609134,1067918,893762,160,106,89,Apple Braeburn
111,49,49,7093.0,320.73506343364716,3796225,3796225,0.1603664625320784,0.00020002711823614367,1.2861358122135846e-05,3.347791316992178e-08,-1.1306552004646767e-14,-2.882444354604448e-10,1.8834375818102232e-14,1454104,870280,840737,145,87,84,Apple Braeburn
112,48,50,6900.5,320.9777032136917,3586012,2918210,0.16126459142164637,0.00032583182351606416,6.493198747809751e-05,5.137082363576428e-07,-2.9500739332655914e-12,-9.272348607146186e-09,3.156095295639438e-13,1450882,913337,881267,145,91,88,Apple Braeburn
113,49,50,6985.0,318.2497811317444,4595666,4249656,0.16080451395787987,0.00040543057427709205,1.685392939663713e-05,8.085747574024284e-08,-7.544784516948907e-14,-1.4785899072938368e-09,-5.6721199591881506e-14,1468451,936673,893659,146,93,89,Apple Braeburn
114,49,49,7431.0,328.04877042770386,4434977,4434977,0.1596360154187439,0.00010644297620180285,6.771512407668184e-06,8.285796855042173e-09,-1.2158347151209008e-15,-5.717501507948257e-11,-1.5407030380089472e-15,1607753,1072514,915602,160,107,91,Apple Braeburn
115,49,50,7101.5,320.00714099407196,4780658,4427223,0.1606961560348982,0.0003303807193078289,1.9741242874254318e-05,1.0952846753181938e-07,-1.0790519813248508e-13,-1.6382983465084588e-09,-1.1956423113431143e-13,1456007,902380,860215,145,90,86,Apple Braeburn
116,49,50,7073.0,321.5634900331497,3848987,3498948,0.16041824250867703,0.00020973258490168014,1.8092770126996577e-05,6.617175135942114e-08,-5.5970753034048395e-14,-7.860417294992059e-10,4.5930250063332024e-14,1451696,873003,842774,145,87,84,Apple Braeburn
117,56,51,6009.5,399.9482649564743,3333340,5024154,0.18327582632024964,0.0009836438749029495,0.00012185069186286251,8.144877185684543e-05,-5.063084038448566e-09,-1.6516512783139795e-06,-6.34065741968242e-09,1705394,1208198,967457,170,120,96,Apple Braeburn
118,49,50,7209.5,323.3208484649658,4190220,3830785,0.15988331258014307,0.0001099181955362229,9.044785543402372e-06,7.559172510200903e-09,1.90848455172739e-15,7.368594085479053e-11,5.142815371934078e-16,1450331,852844,823386,145,85,82,Apple Braeburn
119,55,51,5972.5,429.74725353717804,3759941,5092338,0.1904281346866588,0.0012093537204385396,0.00021472333470418402,0.00013424442102813225,-7.3277010610648974e-09,-2.7152251722017862e-06,-2.1582024474260214e-08,1710874,1219429,966123,171,121,96,Apple Braeburn
120,49,50,7277.0,324.5340527296066,4674532,4311011,0.15964913512517753,0.00011132039659417366,4.197621336359113e-06,4.3144292604041215e-09,-3.9071548849917683e-16,-2.039981682384921e-11,4.2947958272724105e-16,1435596,846813,818148,143,84,81,Apple Braeburn
121,49,49,7481.0,326.87719810009,4656576,4656576,0.15962219814707618,0.00010022577443584236,4.964075469820508e-06,5.610810399773457e-09,-8.355121831292669e-16,-4.7681091831768034e-11,4.2278705894506686e-16,1453844,825879,779444,145,82,77,Apple Braeburn
122,49,48,6826.0,315.42135417461395,4537611,4875725,0.16197431687927438,0.0006634290020884093,2.2366831842794285e-05,2.5308676464416063e-07,-3.96249474129138e-13,-4.468941885228735e-09,-4.5340248100223915e-13,1740414,1249146,1044112,174,124,104,Apple Braeburn
123,51,49,6816.0,319.4213533401489,4186432,4887784,0.16067908742929088,0.00020514552392167062,4.882330936054385e-06,1.214736795773377e-07,5.332612020881257e-14,-9.832597843540873e-10,-7.686123297800892e-14,1713241,1212996,989017,171,121,98,Apple Braeburn
124,49,50,7287.5,326.2914115190506,4675702,4312032,0.15965401593424505,0.00011145322848490613,6.2433943493222e-06,5.1682376173470685e-09,7.795090047595375e-18,1.0068672710465434e-11,9.283436755175461e-16,1424095,847063,820151,142,84,82,Apple Braeburn
125,49,48,7190.5,318.69343185424805,4989107,5346640,0.16150834050794305,0.0004983875283163019,2.7121662043075113e-05,2.752784771683842e-07,-5.275238811972842e-13,-3.620618643232349e-09,-5.36171277770913e-13,1719189,1213016,968602,171,121,96,Apple Braeburn
126,49,49,7525.0,328.048770070076,4615674,4615674,0.159580655290202,9.137724858340034e-05,4.15833864626483e-06,4.496835775793604e-09,-4.953483352332898e-16,-3.391709254504033e-11,3.643622572012164e-16,1477511,843802,784395,147,84,78,Apple Braeburn
127,49,49,7667.5,328.6345566511154,5132575,5132575,0.1593053505836186,2.545676838842164e-05,1.2579985963997772e-06,1.1281758246157676e-11,3.747762454983227e-20,3.518738681995216e-14,-2.004528655993113e-20,1570002,913003,780166,157,91,78,Apple Braeburn
128,54,51,5921.5,440.5756812095642,3310706,4279847,0.17589562041355578,0.0004703403940721738,7.961518863776193e-05,4.670573825504438e-05,-2.561037052625338e-09,-3.140088068938197e-07,-1.246070446032299e-09,1561587,1033582,954436,156,103,95,Apple Braeburn
129,50,50,6949.5,316.00713980197906,4475105,4475105,0.16087009199111146,0.0004083227137328535,1.861856773749626e-05,9.153337256907665e-08,-1.1496296496221663e-13,-1.803192986620153e-09,3.258964483629444e-14,1636687,1136433,973415,163,113,97,Apple Braeburn
130,49,49,7193.0,318.93607330322266,4860067,4860067,0.16077265390842932,0.0003863515432373066,1.7063138619384267e-05,9.168777240997243e-08,-1.080243444856283e-13,-1.6955047398499002e-09,3.850692001641036e-14,1637741,1129742,940220,163,112,94,Apple Braeburn
131,50,49,7104.5,318.3502849340439,4731487,5090789,0.16074470267125635,0.0003700435779024121,1.8669230702175036e-05,8.170147634710372e-08,-9.917977441711473e-14,-1.570317752393909e-09,1.8573497026043364e-14,1599495,1080211,925305,159,108,92,Apple Braeburn
132,49,49,7458.0,326.8771970272064,4657083,4657083,0.15961585150796903,0.00010440568296484996,3.7743672466045645e-06,4.918686458799417e-09,-4.0969181820394173e-16,-2.5292100353629407e-11,5.303798533290769e-16,1418839,810010,774372,141,81,77,Apple Braeburn
133,49,49,7476.5,327.46298480033875,4661514,4661514,0.15962383276051728,0.00010116082953578577,5.300082080474931e-06,6.66025832634799e-09,-1.1500371119474355e-15,-5.86402862145111e-11,4.932393463478513e-16,1437047,813630,772602,143,81,77,Apple Braeburn
134,48,50,7022.5,320.977702498436,3916258,3229928,0.16062877340224002,0.00024361095464500514,3.31474425016994e-05,1.7451395564232178e-07,-3.8260542642912476e-13,-2.6215138558167415e-09,1.7258783218402576e-13,1447086,879923,851460,144,87,85,Apple Braeburn
135,49,48,6661.5,311.1787133216858,4287074,4615082,0.16222462112560965,0.0007863885436331465,1.360108380062324e-05,1.0790423138744543e-07,-1.2226703273608626e-13,-2.919679960407494e-09,-4.624589188005801e-14,1719819,1214525,1057506,171,121,105,Apple Braeburn
136,49,48,6711.5,312.83556830883026,4348737,4679194,0.16219018232733384,0.0007837382361764548,1.472991507342889e-05,9.9009949246159e-08,-1.175721312192312e-13,-2.7552808897315444e-09,-2.1760636817828773e-14,1680129,1141901,1015333,168,114,101,Apple Braeburn
137,49,49,7169.0,321.2203434705734,4243535,4243535,0.1596627180382395,9.247786064385575e-05,1.4007261245755438e-05,1.9834426362220647e-08,-1.0444069786677602e-14,-1.8992783504729776e-10,4.683941385787091e-16,1511718,983719,892515,151,98,89,Apple Braeburn
138,49,49,7068.0,318.73506140708923,3817986,3817986,0.15989578247527853,0.00013360972649808614,2.1963188033759596e-05,4.90533509956751e-08,-4.925570218077501e-14,-5.512795809239688e-10,1.2894660799526172e-14,1473945,951586,886069,147,95,88,Apple Braeburn
139,49,49,7183.5,319.1787133216858,4804562,4804562,0.160735782603667,0.0003773024431355789,1.581129892258113e-05,8.518855505148705e-08,-9.467877251893661e-14,-1.5958450661880893e-09,2.8474675068497835e-14,1662405,1157389,956334,166,115,95,Apple Braeburn
140,50,49,7052.5,320.8355675935745,4577465,4932986,0.16067735639621172,0.00033335691935697633,2.0692131212136162e-05,1.1407051371711895e-07,-1.7478671363959927e-13,-2.0826512711413137e-09,1.2760460376360647e-14,1692093,1189992,967897,169,118,96,Apple Braeburn
141,55,52,5741.5,442.7178164720535,3275132,4224671,0.18685016028371157,0.0007251712913197351,5.6943645677310385e-05,0.00013155832902740029,-2.383672865796138e-09,-4.6437479441590376e-07,-1.1134469052811356e-08,1605301,1096083,984481,160,109,98,Apple Braeburn
142,49,49,7704.0,330.391916513443,5059422,5059422,0.15941977456342551,5.8070618213701095e-05,1.315649062180131e-06,1.1635972021680614e-09,-2.4757292655767397e-17,-2.2817435099577254e-12,3.82077467164959e-17,1501839,840294,755455,150,84,75,Apple Braeburn
143,10,39,12.0,14.485281109809875,134,-3664,0.2050379372428021,0.014308472899376038,0.0004932966689142797,4.701803908903112e-05,6.019404435184057e-09,3.551597596954371e-06,-3.878312018200746e-09,1608558,1064691,886148,160,106,88,Apple Braeburn
144,49,49,6959.0,318.24978137016296,4704878,4704878,0.16099338002052244,0.0004572949706372403,1.2193450077573921e-05,4.7591343129817374e-08,-3.613099169964846e-14,-1.0169232773184231e-09,-2.983254084524715e-15,1494603,940907,895475,149,94,89,Apple Braeburn
145,49,49,7082.0,317.7644991874695,4866113,4866113,0.16088655956891326,0.0004180392872670494,1.7630351149162318e-05,9.433394658823276e-08,-1.0672268160270705e-13,-1.7802907938448844e-09,5.839846148439479e-14,1627524,1120048,949672,162,112,94,Apple Braeburn
146,53,51,6748.0,358.19090509414673,3597296,4317868,0.16862356819948848,0.0008457753203695417,0.0002198048465572259,1.1830699489179656e-05,-5.576327820992537e-10,-3.067833470789277e-07,-2.3025670027809274e-10,1585313,1061158,865568,158,106,86,Apple Braeburn
147,49,49,6968.0,320.2497808933258,4787450,4787450,0.16131076037878347,0.000531448167180161,9.963611870696955e-06,4.2823450327422965e-08,-2.6147288522136825e-14,-9.550300822077013e-10,-9.938743640332242e-15,1533133,952869,893168,153,95,89,Apple Braeburn
148,48,50,6951.0,316.7350617647171,3809258,3131158,0.16051662288725638,0.00023367370689244236,4.193805214553907e-05,1.9374847534811206e-07,-5.364985391227883e-13,-2.9466396998625834e-09,1.3109416118992575e-13,1450673,923307,881317,145,92,88,Apple Braeburn
149,52,49,6517.0,384.19090509414673,4016349,5050285,0.16941659798761552,0.00023918724938367742,7.831620327599406e-06,1.433466365248023e-05,-1.518739636399107e-10,-4.4287437953842414e-08,-1.588222714765267e-12,1700537,1192289,961852,170,119,96,Apple Braeburn
150,48,50,6933.0,322.3919155597687,3610050,2939860,0.1611456471300636,0.00030735218442908083,5.763332431914354e-05,4.376303735083388e-07,-2.1552584626736475e-12,-7.656713099351206e-09,4.305867273574193e-13,1446048,902896,868961,144,90,86,Apple Braeburn
151,55,50,6239.0,401.5046147108078,3428002,5146546,0.17854398744191047,0.0006457748082416196,7.718260161123706e-05,5.446744103210475e-05,-3.0971886672650917e-09,-8.694502091259282e-07,-1.6968372250787505e-09,1685377,1167783,927952,168,116,92,Apple Braeburn
152,50,49,7325.0,330.8771970272064,4228841,4596500,0.1596188953528051,9.292598265495304e-05,7.455330148396041e-06,8.835338913309455e-09,-1.79738738536127e-15,-7.460951113516115e-11,-1.382552438829341e-15,1578218,1048241,916709,157,104,91,Apple Braeburn
153,49,49,7195.5,322.83556735515594,4633945,4633945,0.1604631611850814,0.00023001923102951334,2.489503018987761e-05,1.3679201440817882e-07,-1.9796654409171858e-13,-1.871499814539972e-09,-1.5662711629267532e-13,1453163,878003,835725,145,87,83,Apple Braeburn
154,50,49,7223.5,321.80613124370575,4055903,4418061,0.15959624467949668,8.800602046193327e-05,1.0038699310980074e-05,1.1657422725877692e-08,-3.946992065288874e-15,-1.0919248805247321e-10,-5.69626358099584e-16,1536206,1005734,899920,153,100,89,Apple Braeburn
155,49,49,7238.0,323.42135405540466,4849658,4849658,0.1603653239671411,0.000197784262977965,2.718909551877444e-05,1.5196904925182363e-07,-3.070594616183675e-13,-2.1372274143464386e-09,-3.374988045337961e-14,1457965,869516,829008,145,86,82,Apple Braeburn
156,54,50,6370.0,387.362478017807,3724381,5114863,0.17364734569663454,0.00039086426770661435,3.053823999053612e-05,2.9940670489655202e-05,-8.537222940852338e-10,-3.0564058221238395e-07,-3.01344456742131e-10,1694006,1177022,945250,169,117,94,Apple Braeburn
157,0,52,6.5,15.41421353816986,2,-162,0.5608658271379628,0.28668344543312646,0.0003354494503782484,9.43984715925365e-05,1.3422803844765558e-08,2.105620765679011e-05,1.0099780758272598e-08,1556989,1118905,900430,155,111,90,Apple Braeburn
158,49,49,6839.5,316.0071407556534,4473801,4473801,0.16198716313523975,0.0007300445804193067,1.3983767592526695e-05,8.013015393769077e-08,-8.302575214725287e-14,-2.158578545989362e-09,-1.7361312897900262e-14,1639244,1073773,964401,163,107,96,Apple Braeburn
159,55,52,6268.5,363.40410816669464,2962906,4002726,0.1749926779379233,0.0017451627756374473,0.000524402512953806,3.280633915089422e-05,-4.285390446148909e-09,-1.3570106076559873e-06,-3.886397814047072e-10,1563251,1083144,877469,156,108,87,Apple Braeburn
160,49,49,6829.0,317.4213536977768,4571220,4571220,0.16170579562788956,0.0006394189900358965,1.361929949822062e-05,6.786000548267667e-08,-5.896190520296325e-14,-1.641582828011103e-09,-2.791850631914389e-14,1597999,1019098,937743,159,101,93,Apple Braeburn
161,49,49,7450.0,326.8771983385086,4661357,4661357,0.1595829892171184,8.328393413684377e-05,1.0644308407882501e-05,8.049941209361117e-09,-2.282891667544636e-16,2.102039321290035e-14,2.3453088611937028e-15,1403028,815201,784807,140,81,78,Apple Braeburn
162,49,48,7091.5,320.0071402788162,4922069,5274727,0.16183502445277953,0.0005913728971305823,2.570417593417714e-05,2.9744864387482284e-07,-5.802500394277415e-13,-4.7488048455354844e-09,-5.828945578476224e-13,1715415,1204907,985355,171,120,98,Apple Braeburn
163,49,49,7540.5,328.634556889534,4880180,4880180,0.15951318654438507,7.574615080088385e-05,1.965735730719448e-06,2.420634634372448e-09,-1.3442647014563372e-16,-1.5091138815655787e-11,9.904955283383515e-17,1494067,857547,787286,149,85,78,Apple Braeburn
164,49,50,7290.5,326.29141116142273,4678039,4314223,0.1596546867108048,0.00011107921306744692,6.3492035817539655e-06,5.209163044881418e-09,2.814570087308557e-17,1.0594133740672751e-11,9.469341900021167e-16,1421895,847048,818065,142,84,81,Apple Braeburn
165,49,49,7503.0,328.0487701892853,4630321,4630321,0.15958623984974046,9.19397179423983e-05,4.489974998851045e-06,4.9520229613722744e-09,-6.193215680759701e-16,-3.8587752003358e-11,4.02102004030927e-16,1468362,838338,780347,146,83,78,Apple Braeburn
166,49,48,6744.5,312.00714206695557,4455110,4788973,0.1620900132870617,0.0007386259198244721,1.5530640177009553e-05,1.5799360937509993e-07,-2.1550059977478168e-13,-3.786664201144948e-09,-1.2169531275722096e-13,1732142,1236076,1055108,173,123,105,Apple Braeburn
167,50,49,7675.0,329.2203427553177,4833173,5218067,0.1593199611972179,2.8710906994681178e-05,1.4099358471891488e-06,9.060652971383316e-11,1.0050909321370854e-18,3.661181564648974e-13,-1.963578169734533e-19,1560049,900173,775254,156,90,77,Apple Braeburn
168,49,49,7254.0,324.3919166326523,4348161,4348161,0.15957788250794397,8.629732874416228e-05,8.825842565951363e-06,9.216204594141236e-09,-2.4122072010921072e-15,-8.26603567624261e-11,-1.0441329186761255e-15,1550448,1018277,906905,155,101,90,Apple Braeburn
169,50,49,7279.5,322.8355666399002,4693756,5059148,0.16038501413905393,0.00020064751178315641,2.7537893848360092e-05,1.589831791769946e-07,-3.322211958228454e-13,-2.2458668410371747e-09,1.6954147870974384e-14,1453926,862439,822292,145,86,82,Apple Braeburn
170,50,49,7342.5,333.4629839658737,4188256,4555492,0.15966243932026755,9.72457069490948e-05,7.109310354829235e-06,1.2987027605152968e-08,-2.1222831146194287e-15,-9.05814746258111e-11,-3.326914172343847e-15,1588310,1056060,921171,158,105,92,Apple Braeburn
171,50,50,7360.5,325.66399478912354,4740540,4740540,0.16037693161205574,0.00019357754711080046,2.752100367933261e-05,1.4767691631148027e-07,-2.7583098648652923e-13,-1.954628717303159e-09,-1.1203404404975283e-13,1431513,836931,792806,143,83,79,Apple Braeburn
172,49,50,6991.5,321.8061298131943,3601560,3258590,0.16082553313952447,0.00026982889697364304,4.056823153640448e-05,2.5485507535924607e-07,-7.755968211404606e-13,-4.14088341736041e-09,2.645380339140543e-13,1447036,885889,856245,144,88,85,Apple Braeburn
173,54,50,6380.0,390.53405141830444,3741525,5134719,0.17565057561856012,0.0005004414265615452,5.0230790255566984e-05,3.873986879642694e-05,-1.586691314113246e-09,-5.200471398601661e-07,-6.346848398350314e-10,1680574,1155889,918762,168,115,91,Apple Braeburn
174,48,50,6911.5,318.9777032136917,3534085,2867862,0.16106591543232357,0.0003111324302810728,5.7721710937716546e-05,4.121978392297294e-07,-2.0091030668890617e-12,-7.261356691361358e-09,7.78685084817555e-14,1448890,915742,881417,144,91,88,Apple Braeburn
175,49,50,7282.0,324.53405249118805,4668524,4305144,0.15966213178339428,0.00011452350206734377,4.6558986379617125e-06,4.205052286911145e-09,-3.0503721061168633e-16,-1.1184591555232079e-11,5.031350218718604e-16,1428617,846883,818516,142,84,81,Apple Braeburn
176,49,49,6858.5,316.00714015960693,4482223,4482223,0.1621574430954285,0.0007132207261372692,2.1103935999953174e-05,2.386129455629352e-07,-4.146611490050895e-13,-5.2443221968880694e-09,-3.387740622633383e-13,1725125,1226629,1030763,172,122,103,Apple Braeburn
